"id","participant_id","question_id","response_value","questionnaire_type","timestamp"
"317","bee80cba-c6ac-41f1-869c-dd4eaaf2c919","pre_ai_familiarity","6","pre","2025-04-25 10:12:37.777047+00"
"318","bee80cba-c6ac-41f1-869c-dd4eaaf2c919","pre_ai_usage","7","pre","2025-04-25 10:12:37.777047+00"
"319","bee80cba-c6ac-41f1-869c-dd4eaaf2c919","pre_tech_comfort","6","pre","2025-04-25 10:12:37.777047+00"
"320","346fb2ca-9655-4a93-be9e-802336b1b52b","pre_content_familiarity","7","pre","2025-04-25 10:12:50.256925+00"
"321","346fb2ca-9655-4a93-be9e-802336b1b52b","pre_decision_experience","7","pre","2025-04-25 10:12:50.256925+00"
"322","346fb2ca-9655-4a93-be9e-802336b1b52b","pre_ai_familiarity","6","pre","2025-04-25 10:12:50.256925+00"
"323","346fb2ca-9655-4a93-be9e-802336b1b52b","pre_ai_usage","7","pre","2025-04-25 10:12:50.256925+00"
"324","346fb2ca-9655-4a93-be9e-802336b1b52b","pre_tech_comfort","7","pre","2025-04-25 10:12:50.256925+00"
"325","7bb2203d-a0bd-4030-87f9-10d78eb6f043","pre_content_familiarity","7","pre","2025-04-25 10:12:51.115827+00"
"326","7bb2203d-a0bd-4030-87f9-10d78eb6f043","pre_decision_experience","4","pre","2025-04-25 10:12:51.115827+00"
"327","7bb2203d-a0bd-4030-87f9-10d78eb6f043","pre_ai_familiarity","7","pre","2025-04-25 10:12:51.115827+00"
"328","7bb2203d-a0bd-4030-87f9-10d78eb6f043","pre_ai_usage","7","pre","2025-04-25 10:12:51.115827+00"
"329","7bb2203d-a0bd-4030-87f9-10d78eb6f043","pre_tech_comfort","7","pre","2025-04-25 10:12:51.115827+00"
"330","bee80cba-c6ac-41f1-869c-dd4eaaf2c919","post_overall_difficulty","2","post","2025-04-25 10:21:40.380586+00"
"331","bee80cba-c6ac-41f1-869c-dd4eaaf2c919","post_confidence","1","post","2025-04-25 10:21:40.380586+00"
"332","bee80cba-c6ac-41f1-869c-dd4eaaf2c919","post_effort","1","post","2025-04-25 10:21:40.380586+00"
"333","bee80cba-c6ac-41f1-869c-dd4eaaf2c919","post_engagement","4","post","2025-04-25 10:21:40.380586+00"
"334","346fb2ca-9655-4a93-be9e-802336b1b52b","post_overall_difficulty","5","post","2025-04-25 10:24:01.34023+00"
"335","346fb2ca-9655-4a93-be9e-802336b1b52b","post_confidence","5","post","2025-04-25 10:24:01.34023+00"
"336","346fb2ca-9655-4a93-be9e-802336b1b52b","post_effort","4","post","2025-04-25 10:24:01.34023+00"
